"","src_subject_id","eventname","reshist_addr1_svi_tot_20142018"
"2040","NDAR_INV52PY7ZPT","baseline_year_1_arm_1",0.763
"2041","NDAR_INV55NJ5JK5","baseline_year_1_arm_1",0.377
"2042","NDAR_INV58MP0B36","baseline_year_1_arm_1",0.1196
"2043","NDAR_INV58P73L9E","baseline_year_1_arm_1",0.1508
"2044","NDAR_INV50ELEKW9","baseline_year_1_arm_1",0.3684
"2045","NDAR_INV50GW1CZT","baseline_year_1_arm_1",0.197
"2046","NDAR_INV52UNJAGX","baseline_year_1_arm_1",0.643
"2047","NDAR_INV52XG9LJ3","baseline_year_1_arm_1",0.4841
"2048","NDAR_INV55R9F7EX","baseline_year_1_arm_1",0.0665
"2049","NDAR_INV55XTBJ9D","baseline_year_1_arm_1",0.3967
"2050","NDAR_INV568NJFWJ","baseline_year_1_arm_1",0.7964
"2051","NDAR_INV58P78T2W","baseline_year_1_arm_1",0.0489
"2052","NDAR_INV58V0LMM9","baseline_year_1_arm_1",0.211
"2053","NDAR_INV58VGXCL7","baseline_year_1_arm_1",0.0861
"2054","NDAR_INV50H55Y7T","baseline_year_1_arm_1",0.0133
"2055","NDAR_INV50K76F6L","baseline_year_1_arm_1",0.0074
"2056","NDAR_INV52ZXUXVJ","baseline_year_1_arm_1",0.5427
"2057","NDAR_INV5310Z6E2","baseline_year_1_arm_1",0.2468
"2058","NDAR_INV569JK9GU","baseline_year_1_arm_1",0.8649
"2059","NDAR_INV56B953GR","baseline_year_1_arm_1",0.6174
"2060","NDAR_INV58WUAJG4","baseline_year_1_arm_1",0.2363
"2061","NDAR_INV58XVZFMC","baseline_year_1_arm_1",0.8142
"2062","NDAR_INV591LR2LK","baseline_year_1_arm_1",NA
"2063","NDAR_INV50R41NRM","baseline_year_1_arm_1",0.7401
"2064","NDAR_INV533LN4K1","baseline_year_1_arm_1",0.4862
"2065","NDAR_INV533LX1UY","baseline_year_1_arm_1",0.0352
"2066","NDAR_INV56J3P7WJ","baseline_year_1_arm_1",0.641
"2067","NDAR_INV592319RL","baseline_year_1_arm_1",0.5746
"2068","NDAR_INV5974KV94","baseline_year_1_arm_1",0.565
"2069","NDAR_INV6BVVAY29","baseline_year_1_arm_1",0.5168
"2070","NDAR_INV63Y2M5BR","baseline_year_1_arm_1",0.0891
"2071","NDAR_INV6471U3G7","baseline_year_1_arm_1",0.2933
"2072","NDAR_INV66ULU7EK","baseline_year_1_arm_1",0.4985
"2073","NDAR_INV66W9RTUH","baseline_year_1_arm_1",0.0303
"2074","NDAR_INV699886DJ","baseline_year_1_arm_1",0.5114
"2075","NDAR_INV69EDG4B6","baseline_year_1_arm_1",0.3916
"2076","NDAR_INV6C8NRRP1","baseline_year_1_arm_1",0.4362
"2077","NDAR_INV6CA2HNYJ","baseline_year_1_arm_1",0.0784
"2078","NDAR_INV64EVZUTB","baseline_year_1_arm_1",0.3169
"2079","NDAR_INV64GAJKPV","baseline_year_1_arm_1",0.1819
"2080","NDAR_INV66XU9ULV","baseline_year_1_arm_1",0.4587
"2081","NDAR_INV670CPHWJ","baseline_year_1_arm_1",0.4885
"2082","NDAR_INV671RCPHA","baseline_year_1_arm_1",NA
"2083","NDAR_INV69FLDML4","baseline_year_1_arm_1",0.1008
"2084","NDAR_INV69MBGCB3","baseline_year_1_arm_1",0.788
"2085","NDAR_INV6CG6LPAT","baseline_year_1_arm_1",0.1005
"2086","NDAR_INV6CG96F0T","baseline_year_1_arm_1",NA
"2087","NDAR_INV6CKN3XJT","baseline_year_1_arm_1",0.3865
"2088","NDAR_INV64GKZ96V","baseline_year_1_arm_1",0.3035
"2089","NDAR_INV64HHWR5T","baseline_year_1_arm_1",0.3902
"2090","NDAR_INV677ED18Z","baseline_year_1_arm_1",0.0972
"2091","NDAR_INV6790DE8Z","baseline_year_1_arm_1",0.6619
"2092","NDAR_INV69NJR4DR","baseline_year_1_arm_1",0.2831
"2093","NDAR_INV69UKEYVY","baseline_year_1_arm_1",0.015
"2094","NDAR_INV69W6GH2W","baseline_year_1_arm_1",0.1093
"2095","NDAR_INV6CMPML77","baseline_year_1_arm_1",0.342
"2096","NDAR_INV6CN3DP5L","baseline_year_1_arm_1",0.435
"2097","NDAR_INV64PE3J4T","baseline_year_1_arm_1",0.6459
"2098","NDAR_INV64PVVHP3","baseline_year_1_arm_1",0.0343
"2099","NDAR_INV679MKUFP","baseline_year_1_arm_1",0.0135
"2100","NDAR_INV67CCUNV4","baseline_year_1_arm_1",0.0423
"2101","NDAR_INV69YP46W3","baseline_year_1_arm_1",0.611
"2102","NDAR_INV6D552CRB","baseline_year_1_arm_1",0.2214
"2103","NDAR_INV6D9PKM7V","baseline_year_1_arm_1",0.449
"2104","NDAR_INV64VGNDWA","baseline_year_1_arm_1",0.0524
"2105","NDAR_INV64VXDF5P","baseline_year_1_arm_1",0.2143
"2106","NDAR_INV67G76XVR","baseline_year_1_arm_1",0.0429
"2107","NDAR_INV67GRP56R","baseline_year_1_arm_1",NA
"2108","NDAR_INV6A0Z6DN6","baseline_year_1_arm_1",0.3757
"2109","NDAR_INV6A16UBJN","baseline_year_1_arm_1",0.2202
"2110","NDAR_INV6DHM0P01","baseline_year_1_arm_1",0.7243
"2111","NDAR_INV6DKE68K2","baseline_year_1_arm_1",0.5859
"2112","NDAR_INV654DRYXT","baseline_year_1_arm_1",0.9213
"2113","NDAR_INV657UW3RF","baseline_year_1_arm_1",0.1579
"2114","NDAR_INV65CU9XVH","baseline_year_1_arm_1",NA
"2115","NDAR_INV65CZ6X6K","baseline_year_1_arm_1",0.231
"2116","NDAR_INV67J2H4Y1","baseline_year_1_arm_1",0.6802
"2117","NDAR_INV6A2D8DTU","baseline_year_1_arm_1",0.4958
"2118","NDAR_INV6A3945TH","baseline_year_1_arm_1",0.9581
"2119","NDAR_INV6CUNP3EL","baseline_year_1_arm_1",0.7843
"2120","NDAR_INV6CZ8A7P2","baseline_year_1_arm_1",0.1182
"2121","NDAR_INV65EH551L","baseline_year_1_arm_1",0.8318
"2122","NDAR_INV65HEDB50","baseline_year_1_arm_1",0.6907
"2123","NDAR_INV67JE45TU","baseline_year_1_arm_1",0.9785
"2124","NDAR_INV67KWVPR7","baseline_year_1_arm_1",0.0464
"2125","NDAR_INV67LUTZ66","baseline_year_1_arm_1",0.0081
"2126","NDAR_INV6A7ACK4N","baseline_year_1_arm_1",0.3399
"2127","NDAR_INV6A87F2YX","baseline_year_1_arm_1",0.6554
"2128","NDAR_INV6DC4XC3T","baseline_year_1_arm_1",0.7458
"2129","NDAR_INV6DE6KC7V","baseline_year_1_arm_1",0.643
"2130","NDAR_INV65NLFHYD","baseline_year_1_arm_1",0.2548
"2131","NDAR_INV67PGLMAX","baseline_year_1_arm_1",NA
"2132","NDAR_INV67TUZJU7","baseline_year_1_arm_1",0.2306
"2133","NDAR_INV6ABHCVYT","baseline_year_1_arm_1",0.3573
"2134","NDAR_INV6AC2J61C","baseline_year_1_arm_1",0.7997
"2135","NDAR_INV6DLPUK1V","baseline_year_1_arm_1",0.4537
"2136","NDAR_INV6DWNWHUF","baseline_year_1_arm_1",0.9403
"2137","NDAR_INV65P8PM1D","baseline_year_1_arm_1",0.914
"2138","NDAR_INV65TGVETU","baseline_year_1_arm_1",0.3657
"2139","NDAR_INV67W1B7DK","baseline_year_1_arm_1",0.5333
"2140","NDAR_INV683LRYEL","baseline_year_1_arm_1",0.9281
"2141","NDAR_INV686DFAG4","baseline_year_1_arm_1",0.0971
"2142","NDAR_INV6AFA8GU6","baseline_year_1_arm_1",0.9394
"2143","NDAR_INV6D02DABX","baseline_year_1_arm_1",0.1703
"2144","NDAR_INV6D3TTBKJ","baseline_year_1_arm_1",0.6038
"2145","NDAR_INV65V1Z314","baseline_year_1_arm_1",0.3838
"2146","NDAR_INV65VTXZRA","baseline_year_1_arm_1",0.0668
"2147","NDAR_INV68DDW0WH","baseline_year_1_arm_1",0.7539
"2148","NDAR_INV68K18L17","baseline_year_1_arm_1",0.1229
"2149","NDAR_INV6AK4GUVM","baseline_year_1_arm_1",0.4381
"2150","NDAR_INV6AP3YFJV","baseline_year_1_arm_1",0.5704
"2151","NDAR_INV626AP3L0","baseline_year_1_arm_1",0.6184
"2152","NDAR_INV628TL13A","baseline_year_1_arm_1",0.1141
"2153","NDAR_INV65X59CTR","baseline_year_1_arm_1",0.2041
"2154","NDAR_INV65ZT6M99","baseline_year_1_arm_1",0.4345
"2155","NDAR_INV68L0WZRB","baseline_year_1_arm_1",0.8835
"2156","NDAR_INV68R3JMCF","baseline_year_1_arm_1",0.5948
"2157","NDAR_INV6AR47APF","baseline_year_1_arm_1",0.7477
"2158","NDAR_INV6AR8A46Z","baseline_year_1_arm_1",0.4498
"2159","NDAR_INV62EUKL2P","baseline_year_1_arm_1",0.1297
"2160","NDAR_INV62EXXY99","baseline_year_1_arm_1",0.2989
"2161","NDAR_INV660006Z5","baseline_year_1_arm_1",0.0175
"2162","NDAR_INV665J58DF","baseline_year_1_arm_1",0.5074
"2163","NDAR_INV68TA7J93","baseline_year_1_arm_1",0.8385
"2164","NDAR_INV6ARV4JZP","baseline_year_1_arm_1",0.0103
"2165","NDAR_INV6AYFVDEM","baseline_year_1_arm_1",0.1298
"2166","NDAR_INV62G4MJ4G","baseline_year_1_arm_1",0.4992
"2167","NDAR_INV62K5R39F","baseline_year_1_arm_1",0.1082
"2168","NDAR_INV666M5VR8","baseline_year_1_arm_1",0.1587
"2169","NDAR_INV66708YNC","baseline_year_1_arm_1",NA
"2170","NDAR_INV68UE7DYK","baseline_year_1_arm_1",0.2528
"2171","NDAR_INV68V7T6T1","baseline_year_1_arm_1",0.0145
"2172","NDAR_INV6B3HFDAY","baseline_year_1_arm_1",0.0029
"2173","NDAR_INV6BAW7VRX","baseline_year_1_arm_1",0.6272
"2174","NDAR_INV62VXCMPT","baseline_year_1_arm_1",0.3881
"2175","NDAR_INV66ANGUXW","baseline_year_1_arm_1",0.9495
"2176","NDAR_INV66B2RLDF","baseline_year_1_arm_1",0.6282
"2177","NDAR_INV68WXH24G","baseline_year_1_arm_1",0.6208
"2178","NDAR_INV68YKYYY5","baseline_year_1_arm_1",0.1164
"2179","NDAR_INV6BB3VGEP","baseline_year_1_arm_1",0.0122
"2180","NDAR_INV6BE95J7K","baseline_year_1_arm_1",0.1023
"2181","NDAR_INV630AFLN3","baseline_year_1_arm_1",0.9072
"2182","NDAR_INV637CGUEV","baseline_year_1_arm_1",0.4953
"2183","NDAR_INV63JMZ9HT","baseline_year_1_arm_1",0.9991
"2184","NDAR_INV66D8NKUD","baseline_year_1_arm_1",0.7158
"2185","NDAR_INV66FXTFCD","baseline_year_1_arm_1",NA
"2186","NDAR_INV66LWGDCB","baseline_year_1_arm_1",0.1043
"2187","NDAR_INV66PM75JX","baseline_year_1_arm_1",0.7814
"2188","NDAR_INV68ZA6HHA","baseline_year_1_arm_1",0.9863
"2189","NDAR_INV692LVYC3","baseline_year_1_arm_1",0.9329
"2190","NDAR_INV6BN8ZZN1","baseline_year_1_arm_1",0.6808
"2191","NDAR_INV6BVU3BDR","baseline_year_1_arm_1",0.2845
"2192","NDAR_INV63M0TP0H","baseline_year_1_arm_1",0.2183
"2193","NDAR_INV63MHPM68","baseline_year_1_arm_1",0.2426
"2194","NDAR_INV66R9F57P","baseline_year_1_arm_1",0.1239
"2195","NDAR_INV66TNJAWV","baseline_year_1_arm_1",0.0525
"2196","NDAR_INV60X2U63K","baseline_year_1_arm_1",0.9944
"2197","NDAR_INV60X56ELW","baseline_year_1_arm_1",0.833
"2198","NDAR_INV5TEDV177","baseline_year_1_arm_1",0.7431
"2199","NDAR_INV5TJZTXMY","baseline_year_1_arm_1",0.1943
"2200","NDAR_INV5VAD4B1H","baseline_year_1_arm_1",0.1998
"2201","NDAR_INV5VD5LWH4","baseline_year_1_arm_1",0.2214
"2202","NDAR_INV5XCVC6RN","baseline_year_1_arm_1",0.2309
"2203","NDAR_INV5XJMU584","baseline_year_1_arm_1",0.2989
"2204","NDAR_INV60Y92AGP","baseline_year_1_arm_1",0.0438
"2205","NDAR_INV60Z66BLA","baseline_year_1_arm_1",0.458
"2206","NDAR_INV5TT0JL6Z","baseline_year_1_arm_1",0.9863
"2207","NDAR_INV5TT4VN2V","baseline_year_1_arm_1",0.906
"2208","NDAR_INV5VETDCUY","baseline_year_1_arm_1",0.3002
"2209","NDAR_INV5VFG6UKN","baseline_year_1_arm_1",0.6482
"2210","NDAR_INV5XLLB0FF","baseline_year_1_arm_1",0.4783
"2211","NDAR_INV5XN1DB2X","baseline_year_1_arm_1",NA
"2212","NDAR_INV5XPN7DR4","baseline_year_1_arm_1",0.757
"2213","NDAR_INV615C9HX4","baseline_year_1_arm_1",0.218
"2214","NDAR_INV616Z4KBR","baseline_year_1_arm_1",0.5445
"2215","NDAR_INV618RC28E","baseline_year_1_arm_1",0.8543
"2216","NDAR_INV5TW13RHH","baseline_year_1_arm_1",0.2337
"2217","NDAR_INV5TXRR9TT","baseline_year_1_arm_1",0.708
"2218","NDAR_INV5VGKMHCR","baseline_year_1_arm_1",0.9815
"2219","NDAR_INV5VJHAFVK","baseline_year_1_arm_1",0.7171
"2220","NDAR_INV5XR88XGH","baseline_year_1_arm_1",0.0313
"2221","NDAR_INV5XRG1L4T","baseline_year_1_arm_1",0.9198
"2222","NDAR_INV619DWVEK","baseline_year_1_arm_1",0.1317
"2223","NDAR_INV61GCTA64","baseline_year_1_arm_1",0.6406
"2224","NDAR_INV5U0B0UC3","baseline_year_1_arm_1",0.8893
"2225","NDAR_INV5U1CRWKY","baseline_year_1_arm_1",0.1316
"2226","NDAR_INV5VJVZMV6","baseline_year_1_arm_1",0.166
"2227","NDAR_INV5VLNFBN7","baseline_year_1_arm_1",0.3633
"2228","NDAR_INV5XU9RLTX","baseline_year_1_arm_1",0.1869
"2229","NDAR_INV61VV3W6U","baseline_year_1_arm_1",0.2502
"2230","NDAR_INV61VX090A","baseline_year_1_arm_1",0.5246
"2231","NDAR_INV5U4NNRJJ","baseline_year_1_arm_1",0.7032
"2232","NDAR_INV5VMC4WL1","baseline_year_1_arm_1",0.4421
"2233","NDAR_INV5VNP0E50","baseline_year_1_arm_1",0.4627
"2234","NDAR_INV5XV8TY4W","baseline_year_1_arm_1",0.0108
"2235","NDAR_INV5XXGXM1J","baseline_year_1_arm_1",0.0242
"2236","NDAR_INV5XZZKLKM","baseline_year_1_arm_1",0.7657
"2237","NDAR_INV61ZHGXE4","baseline_year_1_arm_1",0.9329
"2238","NDAR_INV620B7YP2","baseline_year_1_arm_1",0.6756
"2239","NDAR_INV5U642ALM","baseline_year_1_arm_1",0.4044
"2240","NDAR_INV5U6LFRPZ","baseline_year_1_arm_1",0.7957
"2241","NDAR_INV5VP4RK9P","baseline_year_1_arm_1",0.0438
"2242","NDAR_INV5VRKLMXL","baseline_year_1_arm_1",0.7401
"2243","NDAR_INV5Y3DK6GX","baseline_year_1_arm_1",0.0691
"2244","NDAR_INV5YHWBYRD","baseline_year_1_arm_1",0.6593
"2245","NDAR_INV61GRLR8M","baseline_year_1_arm_1",0.2133
"2246","NDAR_INV61K56BR1","baseline_year_1_arm_1",0.2871
"2247","NDAR_INV5U7MX7KU","baseline_year_1_arm_1",0.1008
"2248","NDAR_INV5U8RGRGL","baseline_year_1_arm_1",0.0524
"2249","NDAR_INV5UABVWT2","baseline_year_1_arm_1",0.7113
"2250","NDAR_INV5VRVMVVT","baseline_year_1_arm_1",0.1578
"2251","NDAR_INV5VT1M6LF","baseline_year_1_arm_1",0.9641
"2252","NDAR_INV5YKAB0PN","baseline_year_1_arm_1",0.7333
"2253","NDAR_INV61W2FJMD","baseline_year_1_arm_1",0.3285
"2254","NDAR_INV61X565FX","baseline_year_1_arm_1",0.2279
"2255","NDAR_INV5UAF6YMT","baseline_year_1_arm_1",0.4445
"2256","NDAR_INV5UAWUVFC","baseline_year_1_arm_1",0.8543
"2257","NDAR_INV5VTE9R5K","baseline_year_1_arm_1",0.9
"2258","NDAR_INV5VVD4E6G","baseline_year_1_arm_1",0.4445
"2259","NDAR_INV5YKVY4EN","baseline_year_1_arm_1",0.1749
"2260","NDAR_INV5YM7M2ME","baseline_year_1_arm_1",0.2645
"2261","NDAR_INV623BMY8N","baseline_year_1_arm_1",0.3225
"2262","NDAR_INV624NB85M","baseline_year_1_arm_1",0.0659
"2263","NDAR_INV5UBKJ57C","baseline_year_1_arm_1",0.0502
"2264","NDAR_INV5UCM0NGX","baseline_year_1_arm_1",0.9349
"2265","NDAR_INV5VWG4VXE","baseline_year_1_arm_1",0.0451
"2266","NDAR_INV5VWTWJ9Y","baseline_year_1_arm_1",0.025
"2267","NDAR_INV5Z57C4GY","baseline_year_1_arm_1",0.1911
"2268","NDAR_INV5ZAP9LUZ","baseline_year_1_arm_1",0.4125
"2269","NDAR_INV61LJLRTD","baseline_year_1_arm_1",0.7901
"2270","NDAR_INV61RKCL4Y","baseline_year_1_arm_1",0.9283
"2271","NDAR_INV5UCXG70X","baseline_year_1_arm_1",0.7987
"2272","NDAR_INV5UE7EYK6","baseline_year_1_arm_1",0.0604
"2273","NDAR_INV5W0CC2UK","baseline_year_1_arm_1",0.76
"2274","NDAR_INV5WBZDXME","baseline_year_1_arm_1",0.8676
"2275","NDAR_INV5WFFJBKU","baseline_year_1_arm_1",NA
"2276","NDAR_INV5ZEMD2C6","baseline_year_1_arm_1",0.488
"2277","NDAR_INV5ZHBV7HD","baseline_year_1_arm_1",0.1747
"2278","NDAR_INV5R43K02F","baseline_year_1_arm_1",0.3395
"2279","NDAR_INV5R57W4GA","baseline_year_1_arm_1",0.7217
"2280","NDAR_INV5UEM3B36","baseline_year_1_arm_1",0.3677
"2281","NDAR_INV5WHF8EZJ","baseline_year_1_arm_1",0.215
"2282","NDAR_INV5WLH822H","baseline_year_1_arm_1",0.2468
"2283","NDAR_INV5ZJBJZV9","baseline_year_1_arm_1",0.1237
"2284","NDAR_INV5ZKVPJ7T","baseline_year_1_arm_1",0.2169
"2285","NDAR_INV5ZLLK0YM","baseline_year_1_arm_1",0.951
"2286","NDAR_INV5ZX89Y3X","baseline_year_1_arm_1",0.1196
"2287","NDAR_INV5RAR4VBD","baseline_year_1_arm_1",0.2845
"2288","NDAR_INV5RCURZX7","baseline_year_1_arm_1",0.3684
"2289","NDAR_INV5RW8MAXM","baseline_year_1_arm_1",0.2406
"2290","NDAR_INV5UG94F1Y","baseline_year_1_arm_1",0.6253
"2291","NDAR_INV5UGKB0HE","baseline_year_1_arm_1",0.7213
"2292","NDAR_INV5UHHRZBV","baseline_year_1_arm_1",NA
"2293","NDAR_INV5WPTZ0W9","baseline_year_1_arm_1",0.1863
"2294","NDAR_INV5WTABLWY","baseline_year_1_arm_1",0.7226
"2295","NDAR_INV6012XAJ6","baseline_year_1_arm_1",0.0497
"2296","NDAR_INV6045WTHJ","baseline_year_1_arm_1",0.4446
"2297","NDAR_INV5RY4ZHHG","baseline_year_1_arm_1",0.1374
"2298","NDAR_INV5RYKZBC7","baseline_year_1_arm_1",0.4873
"2299","NDAR_INV5UJ0L2AV","baseline_year_1_arm_1",0.9344
"2300","NDAR_INV5UJ10BMU","baseline_year_1_arm_1",0.8754
"2301","NDAR_INV5WXD7A7X","baseline_year_1_arm_1",0.156
"2302","NDAR_INV5WZA04YF","baseline_year_1_arm_1",0.8595
"2303","NDAR_INV607MN0KZ","baseline_year_1_arm_1",0.0768
"2304","NDAR_INV5T572NVH","baseline_year_1_arm_1",0.0164
"2305","NDAR_INV5UXMR1B3","baseline_year_1_arm_1",0.2286
"2306","NDAR_INV5UYTUJ33","baseline_year_1_arm_1",0.3309
"2307","NDAR_INV5WZDJT4C","baseline_year_1_arm_1",0.0173
"2308","NDAR_INV5X077B1L","baseline_year_1_arm_1",0.1764
"2309","NDAR_INV60E1MMY6","baseline_year_1_arm_1",0.2541
"2310","NDAR_INV60JX28L4","baseline_year_1_arm_1",0.2468
"2311","NDAR_INV5T6MEVTN","baseline_year_1_arm_1",0.0906
"2312","NDAR_INV5T6VPW2C","baseline_year_1_arm_1",0.4169
"2313","NDAR_INV5UZDXP10","baseline_year_1_arm_1",0.9392
"2314","NDAR_INV5V1FEEAW","baseline_year_1_arm_1",NA
"2315","NDAR_INV5V2AYDE7","baseline_year_1_arm_1",0.251
"2316","NDAR_INV5X1YW6XG","baseline_year_1_arm_1",0.1151
"2317","NDAR_INV5X1ZU6Z5","baseline_year_1_arm_1",0.7381
"2318","NDAR_INV60TF6M3L","baseline_year_1_arm_1",0.9298
"2319","NDAR_INV60TVEFTU","baseline_year_1_arm_1",0.0745
"2320","NDAR_INV5T85HNFX","baseline_year_1_arm_1",0.449
"2321","NDAR_INV5T9K540P","baseline_year_1_arm_1",0.2548
"2322","NDAR_INV5V348XPG","baseline_year_1_arm_1",0.2291
"2323","NDAR_INV5V6LPP6X","baseline_year_1_arm_1",0.605
"2324","NDAR_INV5X5TR2BK","baseline_year_1_arm_1",0.0715
"2325","NDAR_INV5XAZTBUE","baseline_year_1_arm_1",NA
"2326","NDAR_INV60VLVXBP","baseline_year_1_arm_1",0.8427
"2327","NDAR_INV60WMW4VN","baseline_year_1_arm_1",0.0884
"2328","NDAR_INV749XW1TD","baseline_year_1_arm_1",0.0142
"2329","NDAR_INV74A66FHC","baseline_year_1_arm_1",0.0682
"2330","NDAR_INV6VB0DZ51","baseline_year_1_arm_1",0.0126
"2331","NDAR_INV6VFFYA3R","baseline_year_1_arm_1",0.0616
"2332","NDAR_INV6Y1WA4WE","baseline_year_1_arm_1",0.9546
"2333","NDAR_INV6Y2ZGZRC","baseline_year_1_arm_1",0.6577
"2334","NDAR_INV71N5JHR2","baseline_year_1_arm_1",0.3418
"2335","NDAR_INV74B0CYN6","baseline_year_1_arm_1",0.0789
"2336","NDAR_INV74LR36LF","baseline_year_1_arm_1",0.9281
"2337","NDAR_INV6VN12UTG","baseline_year_1_arm_1",0.1218
"2338","NDAR_INV6VT5M0AL","baseline_year_1_arm_1",0.0862
"2339","NDAR_INV6Y7D78GZ","baseline_year_1_arm_1",0.144
"2340","NDAR_INV6Y7LCCWT","baseline_year_1_arm_1",0.9923
"2341","NDAR_INV6YFG0ZXV","baseline_year_1_arm_1",0.4765
"2342","NDAR_INV7203PRBW","baseline_year_1_arm_1",0.9163
"2343","NDAR_INV7239K1HB","baseline_year_1_arm_1",0.0393
"2344","NDAR_INV74MKXN03","baseline_year_1_arm_1",0.1229
"2345","NDAR_INV74MXUMZP","baseline_year_1_arm_1",0.3633
"2346","NDAR_INV6VUN0VRU","baseline_year_1_arm_1",0.5628
"2347","NDAR_INV6VXADERG","baseline_year_1_arm_1",0.6182
"2348","NDAR_INV6YFHHNGB","baseline_year_1_arm_1",0.0625
"2349","NDAR_INV723AA4WA","baseline_year_1_arm_1",0.0205
"2350","NDAR_INV74U01GZR","baseline_year_1_arm_1",0.9807
"2351","NDAR_INV753T05PF","baseline_year_1_arm_1",0.8828
"2352","NDAR_INV75642VVU","baseline_year_1_arm_1",0.0533
"2353","NDAR_INV6VZ1LB3J","baseline_year_1_arm_1",0.6736
"2354","NDAR_INV6VZBKHPK","baseline_year_1_arm_1",0.3097
"2355","NDAR_INV6W2Z90PJ","baseline_year_1_arm_1",0.2869
"2356","NDAR_INV6YP01DDF","baseline_year_1_arm_1",0.2539
"2357","NDAR_INV6YVYFKU7","baseline_year_1_arm_1",0.5469
"2358","NDAR_INV725NP8B2","baseline_year_1_arm_1",0.4731
"2359","NDAR_INV7261JZGE","baseline_year_1_arm_1",0.089
"2360","NDAR_INV75H3LM5P","baseline_year_1_arm_1",0.3972
"2361","NDAR_INV75RAY395","baseline_year_1_arm_1",0.2359
"2362","NDAR_INV6W30KJMZ","baseline_year_1_arm_1",0.0844
"2363","NDAR_INV6W6JXPC8","baseline_year_1_arm_1",0.1011
"2364","NDAR_INV6YYN1L6W","baseline_year_1_arm_1",0.8015
"2365","NDAR_INV6Z1RJLBY","baseline_year_1_arm_1",0.8064
"2366","NDAR_INV6Z7HVAJD","baseline_year_1_arm_1",0.113
"2367","NDAR_INV727KPM9N","baseline_year_1_arm_1",0.4571
"2368","NDAR_INV72D5W9YN","baseline_year_1_arm_1",0.4297
"2369","NDAR_INV75VFMGNT","baseline_year_1_arm_1",0.1833
"2370","NDAR_INV6WB14N47","baseline_year_1_arm_1",NA
"2371","NDAR_INV6WH2N8P4","baseline_year_1_arm_1",0.369
"2372","NDAR_INV6Z8ELWW1","baseline_year_1_arm_1",0.0504
"2373","NDAR_INV6ZDALB3F","baseline_year_1_arm_1",0.1913
"2374","NDAR_INV72F575DA","baseline_year_1_arm_1",0.5593
"2375","NDAR_INV72J2GA95","baseline_year_1_arm_1",0.0565
"2376","NDAR_INV72J2TKB2","baseline_year_1_arm_1",0.4811
"2377","NDAR_INV72JP5LKF","baseline_year_1_arm_1",NA
"2378","NDAR_INV75APGWF2","baseline_year_1_arm_1",0.9504
"2379","NDAR_INV75E8B1DX","baseline_year_1_arm_1",0.1394
"2380","NDAR_INV6WJ57CC2","baseline_year_1_arm_1",0.5012
"2381","NDAR_INV6WJRAFFM","baseline_year_1_arm_1",0.4709
"2382","NDAR_INV6WNHDWPU","baseline_year_1_arm_1",0.4925
"2383","NDAR_INV6ZNTXKJ1","baseline_year_1_arm_1",0.3403
"2384","NDAR_INV6ZTLWMWW","baseline_year_1_arm_1",0.0205
"2385","NDAR_INV72MPGEWD","baseline_year_1_arm_1",0.9219
"2386","NDAR_INV72MV78KG","baseline_year_1_arm_1",0.7431
"2387","NDAR_INV75RKEU4Z","baseline_year_1_arm_1",0.032
"2388","NDAR_INV75UAC3KM","baseline_year_1_arm_1",0.4829
"2389","NDAR_INV6WNLK5EN","baseline_year_1_arm_1",0.7775
"2390","NDAR_INV6ZU9NKBV","baseline_year_1_arm_1",0.8405
"2391","NDAR_INV7012EA0L","baseline_year_1_arm_1",0.2871
"2392","NDAR_INV72N0GYL5","baseline_year_1_arm_1",0.3014
"2393","NDAR_INV72NE2AL6","baseline_year_1_arm_1",0.0357
"2394","NDAR_INV75ZYAV1X","baseline_year_1_arm_1",0.0127
"2395","NDAR_INV7616XCLL","baseline_year_1_arm_1",0.1323
"2396","NDAR_INV6WV9X2KM","baseline_year_1_arm_1",0.321
"2397","NDAR_INV6WW1A9ER","baseline_year_1_arm_1",0.116
"2398","NDAR_INV701F04JM","baseline_year_1_arm_1",0.6272
"2399","NDAR_INV702TNTVC","baseline_year_1_arm_1",0.2927
"2400","NDAR_INV72PBFKDM","baseline_year_1_arm_1",0.794
"2401","NDAR_INV72Z70LY1","baseline_year_1_arm_1",0.7592
"2402","NDAR_INV75ECG86A","baseline_year_1_arm_1",0.034
"2403","NDAR_INV75EWTV73","baseline_year_1_arm_1",0.0768
"2404","NDAR_INV6WXU5DEY","baseline_year_1_arm_1",0.1128
"2405","NDAR_INV6X19N1LP","baseline_year_1_arm_1",0.7971
"2406","NDAR_INV704AUHWH","baseline_year_1_arm_1",0.6226
"2407","NDAR_INV704JUD94","baseline_year_1_arm_1",0.9384
"2408","NDAR_INV7063065M","baseline_year_1_arm_1",0.346
"2409","NDAR_INV72ZPH2CL","baseline_year_1_arm_1",0.0438
"2410","NDAR_INV6U7JK69M","baseline_year_1_arm_1",0.1681
"2411","NDAR_INV6U7X519L","baseline_year_1_arm_1",0.1316
"2412","NDAR_INV6X4L1EPK","baseline_year_1_arm_1",0.2444
"2413","NDAR_INV6X9N1DLT","baseline_year_1_arm_1",0.4419
"2414","NDAR_INV70EJ1089","baseline_year_1_arm_1",0.6728
"2415","NDAR_INV73C9ZTFF","baseline_year_1_arm_1",0.9397
"2416","NDAR_INV73D1F1AM","baseline_year_1_arm_1",0.3393
