"","src_subject_id","eventname","reshist_addr1_svi_tot_20142018"
"6242","NDAR_INVGZ1H046E","baseline_year_1_arm_1",0.6087
"6243","NDAR_INVH218767E","baseline_year_1_arm_1",0.167
"6244","NDAR_INVH2CGXAAN","baseline_year_1_arm_1",0.8677
"6245","NDAR_INVH2CX87U1","baseline_year_1_arm_1",0.9371
"6246","NDAR_INVH55KXYRL","baseline_year_1_arm_1",0.5895
"6247","NDAR_INVH5JWK5CC","baseline_year_1_arm_1",0.1938
"6248","NDAR_INVH83UP7ZT","baseline_year_1_arm_1",0.0815
"6249","NDAR_INVH85NNV37","baseline_year_1_arm_1",0.0352
"6250","NDAR_INVJC1J916E","baseline_year_1_arm_1",0.0173
"6251","NDAR_INVJC4Y18YR","baseline_year_1_arm_1",0.11
"6252","NDAR_INVJ2ENP1ZK","baseline_year_1_arm_1",0.1533
"6253","NDAR_INVJ2LAUP97","baseline_year_1_arm_1",0.0487
"6254","NDAR_INVJ5YAUDK9","baseline_year_1_arm_1",0.6626
"6255","NDAR_INVJ5ZCLVEA","baseline_year_1_arm_1",NA
"6256","NDAR_INVJ60R0EK4","baseline_year_1_arm_1",0.3776
"6257","NDAR_INVJ8A4A9P2","baseline_year_1_arm_1",0.496
"6258","NDAR_INVJ8CMYN6U","baseline_year_1_arm_1",0.3357
"6259","NDAR_INVJC52GNNU","baseline_year_1_arm_1",0.1853
"6260","NDAR_INVJC8UD8CP","baseline_year_1_arm_1",0.6852
"6261","NDAR_INVJ2LEG1ZN","baseline_year_1_arm_1",0.2547
"6262","NDAR_INVJ2NHEXRP","baseline_year_1_arm_1",0.083
"6263","NDAR_INVJ64MJXHT","baseline_year_1_arm_1",0.1527
"6264","NDAR_INVJ64XU6U9","baseline_year_1_arm_1",0.1813
"6265","NDAR_INVJ652C1TF","baseline_year_1_arm_1",NA
"6266","NDAR_INVJ8DBDHF8","baseline_year_1_arm_1",0.4841
"6267","NDAR_INVJ8DDAHGM","baseline_year_1_arm_1",0.5269
"6268","NDAR_INVJC9B7G0L","baseline_year_1_arm_1",0.5527
"6269","NDAR_INVJCAMAY91","baseline_year_1_arm_1",NA
"6270","NDAR_INVJCC8EVMK","baseline_year_1_arm_1",0.107
"6271","NDAR_INVJ2R77KLM","baseline_year_1_arm_1",0.4445
"6272","NDAR_INVJ2TYM3HG","baseline_year_1_arm_1",0.8725
"6273","NDAR_INVJ67B8F0J","baseline_year_1_arm_1",0.2506
"6274","NDAR_INVJ6E3DZA2","baseline_year_1_arm_1",0.3523
"6275","NDAR_INVJ8JU5JAA","baseline_year_1_arm_1",0.2204
"6276","NDAR_INVJ8LA1XLG","baseline_year_1_arm_1",0.9582
"6277","NDAR_INVJCC9HX8E","baseline_year_1_arm_1",0.9688
"6278","NDAR_INVJCE41W2C","baseline_year_1_arm_1",0.0566
"6279","NDAR_INVJ2V4W18H","baseline_year_1_arm_1",0.09
"6280","NDAR_INVJ2Z7HTR6","baseline_year_1_arm_1",0.0685
"6281","NDAR_INVJ6EH2T8Z","baseline_year_1_arm_1",0.713
"6282","NDAR_INVJ6EUW017","baseline_year_1_arm_1",0.032
"6283","NDAR_INVJ8XHKKP8","baseline_year_1_arm_1",0.0142
"6284","NDAR_INVJ92RNHLE","baseline_year_1_arm_1",0.0711
"6285","NDAR_INVJD6BW0Y0","baseline_year_1_arm_1",0.5234
"6286","NDAR_INVJD8XXLGE","baseline_year_1_arm_1",0.5322
"6287","NDAR_INVJ3151NM9","baseline_year_1_arm_1",0.2321
"6288","NDAR_INVJ35JMG06","baseline_year_1_arm_1",0.3605
"6289","NDAR_INVJ6F8W2G1","baseline_year_1_arm_1",0.5594
"6290","NDAR_INVJ6K2LWCV","baseline_year_1_arm_1",0.1262
"6291","NDAR_INVJ97MXFZ1","baseline_year_1_arm_1",0.5584
"6292","NDAR_INVJ9D04KNJ","baseline_year_1_arm_1",0.8836
"6293","NDAR_INVJ9DVDT6T","baseline_year_1_arm_1",0.005
"6294","NDAR_INVJDPCZE2H","baseline_year_1_arm_1",0.7967
"6295","NDAR_INVJ37ZWA6X","baseline_year_1_arm_1",0.1358
"6296","NDAR_INVJ3CDYG3J","baseline_year_1_arm_1",0.1005
"6297","NDAR_INVJ6LK5CLK","baseline_year_1_arm_1",0.0062
"6298","NDAR_INVJ6MH0EXG","baseline_year_1_arm_1",0.0138
"6299","NDAR_INVJ9GNXGK5","baseline_year_1_arm_1",0.224
"6300","NDAR_INVJ9J6ABV7","baseline_year_1_arm_1",0.031
"6301","NDAR_INVJ9UUEDRN","baseline_year_1_arm_1",0.6826
"6302","NDAR_INVJCFMFR6E","baseline_year_1_arm_1",0.0067
"6303","NDAR_INVJCGH65N1","baseline_year_1_arm_1",0.3239
"6304","NDAR_INVJ3DFH4DA","baseline_year_1_arm_1",0.2964
"6305","NDAR_INVJ3DJV7E6","baseline_year_1_arm_1",0.8395
"6306","NDAR_INVJ6X3AHW8","baseline_year_1_arm_1",0.1508
"6307","NDAR_INVJ6XC4XEJ","baseline_year_1_arm_1",0.1088
"6308","NDAR_INVJ9WR9HD8","baseline_year_1_arm_1",0.0801
"6309","NDAR_INVJ9YKZEB3","baseline_year_1_arm_1",0.2812
"6310","NDAR_INVJDC5H6CH","baseline_year_1_arm_1",0.0242
"6311","NDAR_INVJDL0495A","baseline_year_1_arm_1",0.7339
"6312","NDAR_INVJ3MBD6X5","baseline_year_1_arm_1",0.7838
"6313","NDAR_INVJ3PNH5ZW","baseline_year_1_arm_1",0.552
"6314","NDAR_INVJ6ZG269P","baseline_year_1_arm_1",0.5647
"6315","NDAR_INVJ6ZXXE3T","baseline_year_1_arm_1",0.9386
"6316","NDAR_INVJ716H2Y0","baseline_year_1_arm_1",NA
"6317","NDAR_INVJA30PYR6","baseline_year_1_arm_1",0.0728
"6318","NDAR_INVJAD86WDH","baseline_year_1_arm_1",0.107
"6319","NDAR_INVJDVAX1CU","baseline_year_1_arm_1",0.8294
"6320","NDAR_INVJDVWTD1U","baseline_year_1_arm_1",0.3497
"6321","NDAR_INVJ3PVPGBF","baseline_year_1_arm_1",0.7927
"6322","NDAR_INVJ3X1G87Z","baseline_year_1_arm_1",0.0067
"6323","NDAR_INVJ72AUZZW","baseline_year_1_arm_1",0.8513
"6324","NDAR_INVJ74CGJ37","baseline_year_1_arm_1",0.2482
"6325","NDAR_INVJAEV7W5J","baseline_year_1_arm_1",0.6777
"6326","NDAR_INVJAGE8DBX","baseline_year_1_arm_1",0.5654
"6327","NDAR_INVJCUCGDCF","baseline_year_1_arm_1",0.792
"6328","NDAR_INVJD1F4PXK","baseline_year_1_arm_1",0.7611
"6329","NDAR_INVJ45XGZRF","baseline_year_1_arm_1",0.4449
"6330","NDAR_INVJ46KXBP8","baseline_year_1_arm_1",0.2112
"6331","NDAR_INVJ79PN2P1","baseline_year_1_arm_1",0.9741
"6332","NDAR_INVJ7AJBW84","baseline_year_1_arm_1",0.5864
"6333","NDAR_INVJAL1KX4A","baseline_year_1_arm_1",0.4088
"6334","NDAR_INVJAUU039W","baseline_year_1_arm_1",0.9393
"6335","NDAR_INVJAXCMG87","baseline_year_1_arm_1",0.1874
"6336","NDAR_INVJ1EAYRFN","baseline_year_1_arm_1",0.2493
"6337","NDAR_INVJ1GDEXZF","baseline_year_1_arm_1",NA
"6338","NDAR_INVJ1KCU2LN","baseline_year_1_arm_1",NA
"6339","NDAR_INVJ4AX55VH","baseline_year_1_arm_1",0.7626
"6340","NDAR_INVJ4RVF00H","baseline_year_1_arm_1",0.2693
"6341","NDAR_INVJ7BJFRDD","baseline_year_1_arm_1",0.8611
"6342","NDAR_INVJ7GL9B46","baseline_year_1_arm_1",0.3605
"6343","NDAR_INVJAY3MBRK","baseline_year_1_arm_1",0.1078
"6344","NDAR_INVJB1MMLGD","baseline_year_1_arm_1",0.1895
"6345","NDAR_INVJ1KU80DP","baseline_year_1_arm_1",0.5023
"6346","NDAR_INVJ1N9F47J","baseline_year_1_arm_1",0.3238
"6347","NDAR_INVJ4U9BRT9","baseline_year_1_arm_1",0.5625
"6348","NDAR_INVJ4VKABK8","baseline_year_1_arm_1",0.4703
"6349","NDAR_INVJ7HK4WZJ","baseline_year_1_arm_1",0.0175
"6350","NDAR_INVJ7JTARJZ","baseline_year_1_arm_1",0.2663
"6351","NDAR_INVJB3HWE14","baseline_year_1_arm_1",0.4536
"6352","NDAR_INVJB8CRWMV","baseline_year_1_arm_1",0.3378
"6353","NDAR_INVJ1XKYGP9","baseline_year_1_arm_1",0.2368
"6354","NDAR_INVJ1Y3Z20G","baseline_year_1_arm_1",0.4111
"6355","NDAR_INVJ4YPY232","baseline_year_1_arm_1",0.8439
"6356","NDAR_INVJ51UCKWX","baseline_year_1_arm_1",0.8012
"6357","NDAR_INVJ7L6EW0J","baseline_year_1_arm_1",0.0878
"6358","NDAR_INVJB9K1ZVX","baseline_year_1_arm_1",0.1227
"6359","NDAR_INVJBA67JP7","baseline_year_1_arm_1",0.8173
"6360","NDAR_INVJ218DEYA","baseline_year_1_arm_1",0.9593
"6361","NDAR_INVJ22VD7L7","baseline_year_1_arm_1",0.7336
"6362","NDAR_INVJ586JN4M","baseline_year_1_arm_1",0.6453
"6363","NDAR_INVJ5B6E6MK","baseline_year_1_arm_1",0.8373
"6364","NDAR_INVJ7V2VTL2","baseline_year_1_arm_1",0.1207
"6365","NDAR_INVJ87UYTGU","baseline_year_1_arm_1",0.1957
"6366","NDAR_INVJBCMDKKF","baseline_year_1_arm_1",0.1383
"6367","NDAR_INVJBH3AHLP","baseline_year_1_arm_1",0.6237
"6368","NDAR_INVJ27L7Z6G","baseline_year_1_arm_1",0.6097
"6369","NDAR_INVJ2A3JCGK","baseline_year_1_arm_1",0.9168
"6370","NDAR_INVJ5JJZDPB","baseline_year_1_arm_1",0.1024
"6371","NDAR_INVJ5VHD38X","baseline_year_1_arm_1",0.9821
"6372","NDAR_INVJ897YYVE","baseline_year_1_arm_1",0.2529
"6373","NDAR_INVJ8A3AM9C","baseline_year_1_arm_1",0.054
"6374","NDAR_INVJBM9XT23","baseline_year_1_arm_1",0.3985
"6375","NDAR_INVJBP5WHPK","baseline_year_1_arm_1",0.5378
"6376","NDAR_INVJ2CBCRYX","baseline_year_1_arm_1",0.8696
"6377","NDAR_INVJ5VHG1C3","baseline_year_1_arm_1",0.3418
"6378","NDAR_INVJ5XPPK6N","baseline_year_1_arm_1",0.5893
"6379","NDAR_INVHZL15962","baseline_year_1_arm_1",0.3225
"6380","NDAR_INVHZNNE6X0","baseline_year_1_arm_1",0.6637
"6381","NDAR_INVHP17VUZM","baseline_year_1_arm_1",0.3605
"6382","NDAR_INVHP3KMLEB","baseline_year_1_arm_1",0.2234
"6383","NDAR_INVHU28FNBP","baseline_year_1_arm_1",0.4171
"6384","NDAR_INVHU2D03RY","baseline_year_1_arm_1",0.8487
"6385","NDAR_INVHXDCUC2M","baseline_year_1_arm_1",0.0784
"6386","NDAR_INVHXH48HLR","baseline_year_1_arm_1",0.0247
"6387","NDAR_INVHZR13VNX","baseline_year_1_arm_1",0.6528
"6388","NDAR_INVHP4DCPG2","baseline_year_1_arm_1",0.3776
"6389","NDAR_INVHP5NXGMY","baseline_year_1_arm_1",0.3874
"6390","NDAR_INVHUCV7GK7","baseline_year_1_arm_1",0.0195
"6391","NDAR_INVHUD7MU7R","baseline_year_1_arm_1",0.2637
"6392","NDAR_INVHXHGMVPP","baseline_year_1_arm_1",0.05
"6393","NDAR_INVHXHUVGJG","baseline_year_1_arm_1",0.0247
"6394","NDAR_INVHZUEB7Z2","baseline_year_1_arm_1",0.7226
"6395","NDAR_INVHZZBYLEW","baseline_year_1_arm_1",0.8588
"6396","NDAR_INVHPA364MF","baseline_year_1_arm_1",0.1942
"6397","NDAR_INVHPDP068K","baseline_year_1_arm_1",0.392
"6398","NDAR_INVHUF10CJX","baseline_year_1_arm_1",0.0861
"6399","NDAR_INVHUL3V5Z7","baseline_year_1_arm_1",0.6999
"6400","NDAR_INVHURGHCG4","baseline_year_1_arm_1",0.2973
"6401","NDAR_INVHXKV8V4D","baseline_year_1_arm_1",0.0705
"6402","NDAR_INVHXL07E2D","baseline_year_1_arm_1",0.2268
"6403","NDAR_INVJ0130AZB","baseline_year_1_arm_1",0.2266
"6404","NDAR_INVJ049Z0GL","baseline_year_1_arm_1",0.0728
"6405","NDAR_INVHPHV6ZU8","baseline_year_1_arm_1",0.6272
"6406","NDAR_INVHPNB07E7","baseline_year_1_arm_1",0.084
"6407","NDAR_INVHUVWGGUZ","baseline_year_1_arm_1",0.3479
"6408","NDAR_INVHUWCJ9BX","baseline_year_1_arm_1",0.3628
"6409","NDAR_INVHXT4NEXA","baseline_year_1_arm_1",0.9625
"6410","NDAR_INVHXTUD5RJ","baseline_year_1_arm_1",0.6985
"6411","NDAR_INVHXUU4ET3","baseline_year_1_arm_1",0.6451
"6412","NDAR_INVJ0JBJVVC","baseline_year_1_arm_1",0.3802
"6413","NDAR_INVHPT4RWK5","baseline_year_1_arm_1",0.5527
"6414","NDAR_INVHPU5TKNF","baseline_year_1_arm_1",0.439
"6415","NDAR_INVHUWXZLZA","baseline_year_1_arm_1",0.2139
"6416","NDAR_INVHV3CWUXR","baseline_year_1_arm_1",0.2495
"6417","NDAR_INVHXVGHWV3","baseline_year_1_arm_1",0.2755
"6418","NDAR_INVHXXXE672","baseline_year_1_arm_1",0.5647
"6419","NDAR_INVJ1551F3N","baseline_year_1_arm_1",0.0205
"6420","NDAR_INVJ16BUDG7","baseline_year_1_arm_1",0.9
"6421","NDAR_INVHPVL425U","baseline_year_1_arm_1",0.7165
"6422","NDAR_INVHPVR3UVC","baseline_year_1_arm_1",0.1323
"6423","NDAR_INVHV5ACGVN","baseline_year_1_arm_1",0.9568
"6424","NDAR_INVHV67YYZV","baseline_year_1_arm_1",0.9569
"6425","NDAR_INVHV9VDD6H","baseline_year_1_arm_1",0.3069
"6426","NDAR_INVHXY3TJAT","baseline_year_1_arm_1",0.6148
"6427","NDAR_INVJ04E024W","baseline_year_1_arm_1",0.5534
"6428","NDAR_INVJ06E2WET","baseline_year_1_arm_1",0.8581
"6429","NDAR_INVHPYB4URK","baseline_year_1_arm_1",0.0306
"6430","NDAR_INVHR1HZ6FC","baseline_year_1_arm_1",0.05
"6431","NDAR_INVHVAJVTNH","baseline_year_1_arm_1",0.8108
"6432","NDAR_INVHVHF0RNR","baseline_year_1_arm_1",0.5963
"6433","NDAR_INVHVLKT4A9","baseline_year_1_arm_1",0.0951
"6434","NDAR_INVHXZMX9JF","baseline_year_1_arm_1",0.1775
"6435","NDAR_INVHY2NHY1C","baseline_year_1_arm_1",0.8899
"6436","NDAR_INVJ0Y53RRE","baseline_year_1_arm_1",0.3863
"6437","NDAR_INVJ136TW5A","baseline_year_1_arm_1",0.8481
"6438","NDAR_INVHRJNTDPZ","baseline_year_1_arm_1",0.3491
"6439","NDAR_INVHRKZ329E","baseline_year_1_arm_1",0.3577
"6440","NDAR_INVHVLPXZ99","baseline_year_1_arm_1",0.6184
"6441","NDAR_INVHY5L5CMP","baseline_year_1_arm_1",0.2634
"6442","NDAR_INVHYDABU5J","baseline_year_1_arm_1",0.2947
"6443","NDAR_INVJ18AUAJ8","baseline_year_1_arm_1",0.785
"6444","NDAR_INVJ19WCNEJ","baseline_year_1_arm_1",0.0421
"6445","NDAR_INVJ1DZJB1L","baseline_year_1_arm_1",NA
"6446","NDAR_INVHRNX3BK4","baseline_year_1_arm_1",0.8692
"6447","NDAR_INVHRNYYZFN","baseline_year_1_arm_1",0.8604
"6448","NDAR_INVHVP5BF6V","baseline_year_1_arm_1",0.8393
"6449","NDAR_INVHVXDEAGU","baseline_year_1_arm_1",0.247
"6450","NDAR_INVHYGVPZZX","baseline_year_1_arm_1",0.9445
"6451","NDAR_INVHYH97A58","baseline_year_1_arm_1",0.4181
"6452","NDAR_INVJ07F1YZA","baseline_year_1_arm_1",0.4329
"6453","NDAR_INVJ08J6XCZ","baseline_year_1_arm_1",0.8881
"6454","NDAR_INVJ08VKMX2","baseline_year_1_arm_1",0.0992
"6455","NDAR_INVHRT3979L","baseline_year_1_arm_1",0.2266
"6456","NDAR_INVHRTU9HVX","baseline_year_1_arm_1",0.0067
"6457","NDAR_INVHVYR57F5","baseline_year_1_arm_1",0.7593
"6458","NDAR_INVHVYT4W45","baseline_year_1_arm_1",0.6888
"6459","NDAR_INVHYJ60DJE","baseline_year_1_arm_1",0.2596
"6460","NDAR_INVHYJDHMK3","baseline_year_1_arm_1",0.45
"6461","NDAR_INVHMR71P5N","baseline_year_1_arm_1",0.2405
"6462","NDAR_INVHMUP5KFG","baseline_year_1_arm_1",0.2473
"6463","NDAR_INVHRUJUH1Y","baseline_year_1_arm_1",0.663
"6464","NDAR_INVHRZ2FCEJ","baseline_year_1_arm_1",0.0689
"6465","NDAR_INVHW0PPV8W","baseline_year_1_arm_1",0.9349
"6466","NDAR_INVHWMBN7Y4","baseline_year_1_arm_1",0.7494
"6467","NDAR_INVHYK6GFFE","baseline_year_1_arm_1",0.9441
"6468","NDAR_INVHYNT2P5E","baseline_year_1_arm_1",0.8293
"6469","NDAR_INVHMZ86KVZ","baseline_year_1_arm_1",0.3385
"6470","NDAR_INVHNER3YDN","baseline_year_1_arm_1",0.1142
"6471","NDAR_INVHRZ430EB","baseline_year_1_arm_1",0.037
"6472","NDAR_INVHT2VVF5A","baseline_year_1_arm_1",0.1023
"6473","NDAR_INVHWPUPM4D","baseline_year_1_arm_1",0.1413
"6474","NDAR_INVHWPWW944","baseline_year_1_arm_1",0.2422
"6475","NDAR_INVHYRM141T","baseline_year_1_arm_1",0.4834
"6476","NDAR_INVHYTA5DTD","baseline_year_1_arm_1",NA
"6477","NDAR_INVHYYUJ7LR","baseline_year_1_arm_1",0.5842
"6478","NDAR_INVHNJJY8CV","baseline_year_1_arm_1",0.3939
"6479","NDAR_INVHNJL7TVB","baseline_year_1_arm_1",0.9207
"6480","NDAR_INVHT6KEU1H","baseline_year_1_arm_1",0.8534
"6481","NDAR_INVHT9V9KV9","baseline_year_1_arm_1",0.8533
"6482","NDAR_INVHWTVMKM0","baseline_year_1_arm_1",0.0173
"6483","NDAR_INVHWX750UV","baseline_year_1_arm_1",0.5921
"6484","NDAR_INVHYZLL0YY","baseline_year_1_arm_1",0.7858
"6485","NDAR_INVHZ0C17PZ","baseline_year_1_arm_1",0.1034
"6486","NDAR_INVHNK2G0Y6","baseline_year_1_arm_1",0.9098
"6487","NDAR_INVHNMKA712","baseline_year_1_arm_1",0.6068
"6488","NDAR_INVHTAJ1KYF","baseline_year_1_arm_1",0.8701
"6489","NDAR_INVHTB3RH4N","baseline_year_1_arm_1",NA
"6490","NDAR_INVHTH8AYJK","baseline_year_1_arm_1",0.4809
"6491","NDAR_INVHTJ14CBX","baseline_year_1_arm_1",NA
"6492","NDAR_INVHX2U1J11","baseline_year_1_arm_1",0.5984
"6493","NDAR_INVHX50WNV8","baseline_year_1_arm_1",0.9586
"6494","NDAR_INVHZ1URTX6","baseline_year_1_arm_1",0.4445
"6495","NDAR_INVHZ7D1EYU","baseline_year_1_arm_1",0.0933
"6496","NDAR_INVHNPRTMWZ","baseline_year_1_arm_1",0.3403
"6497","NDAR_INVHNR4UJ6G","baseline_year_1_arm_1",0.7431
"6498","NDAR_INVHTM2U5ZY","baseline_year_1_arm_1",0.026
"6499","NDAR_INVHTNVLRBR","baseline_year_1_arm_1",0.7739
"6500","NDAR_INVHX5PF696","baseline_year_1_arm_1",0.7228
"6501","NDAR_INVHX7F3H02","baseline_year_1_arm_1",0.9386
"6502","NDAR_INVHX94ZLXK","baseline_year_1_arm_1",0.0587
"6503","NDAR_INVHZDNK5V8","baseline_year_1_arm_1",0.6577
"6504","NDAR_INVHZE72VNG","baseline_year_1_arm_1",0.3695
"6505","NDAR_INVHNT0B9EC","baseline_year_1_arm_1",0.2867
"6506","NDAR_INVHNU1D3NL","baseline_year_1_arm_1",0.0139
"6507","NDAR_INVHNUJF8Z6","baseline_year_1_arm_1",0.8368
"6508","NDAR_INVHTTED1XW","baseline_year_1_arm_1",0.2872
"6509","NDAR_INVHTWDYYK1","baseline_year_1_arm_1",0.09
"6510","NDAR_INVHX9H807C","baseline_year_1_arm_1",0.7424
"6511","NDAR_INVHXB99NBE","baseline_year_1_arm_1",0.3725
"6512","NDAR_INVHZFXERBU","baseline_year_1_arm_1",0.2474
"6513","NDAR_INVHZJJKJ0D","baseline_year_1_arm_1",0.5625
"6514","NDAR_INVJR7AD66J","baseline_year_1_arm_1",0.1681
"6515","NDAR_INVJR8B2Z56","baseline_year_1_arm_1",0.2116
"6516","NDAR_INVJR8FTRLR","baseline_year_1_arm_1",0.8655
"6517","NDAR_INVJGAM9713","baseline_year_1_arm_1",0.0785
"6518","NDAR_INVJGGWUMZU","baseline_year_1_arm_1",0.0248
"6519","NDAR_INVJKDWLHZU","baseline_year_1_arm_1",0.242
"6520","NDAR_INVJKEK2N1R","baseline_year_1_arm_1",0.3124
"6521","NDAR_INVJNCTE6EN","baseline_year_1_arm_1",0.914
"6522","NDAR_INVJNDY0DWK","baseline_year_1_arm_1",NA
"6523","NDAR_INVJNGRXG20","baseline_year_1_arm_1",0.0015
"6524","NDAR_INVJRBRCUZG","baseline_year_1_arm_1",0.8612
"6525","NDAR_INVJRG5AWP1","baseline_year_1_arm_1",0.5502
"6526","NDAR_INVJGJVLK16","baseline_year_1_arm_1",0.7344
"6527","NDAR_INVJGLXMGJ2","baseline_year_1_arm_1",0.9397
"6528","NDAR_INVJKFGJK2D","baseline_year_1_arm_1",0.6839
"6529","NDAR_INVJKFPZ3RV","baseline_year_1_arm_1",0.681
"6530","NDAR_INVJNHJGKF7","baseline_year_1_arm_1",0.2479
"6531","NDAR_INVJNMHDYGC","baseline_year_1_arm_1",0.8847
"6532","NDAR_INVJRK7YJE3","baseline_year_1_arm_1",0.8612
"6533","NDAR_INVJRKN01KZ","baseline_year_1_arm_1",0.1463
"6534","NDAR_INVJGM06GHD","baseline_year_1_arm_1",0.3432
"6535","NDAR_INVJKGPNZA2","baseline_year_1_arm_1",0.5513
"6536","NDAR_INVJKJXL96V","baseline_year_1_arm_1",0.8533
"6537","NDAR_INVJNR3AZM3","baseline_year_1_arm_1",0.0662
"6538","NDAR_INVJNVE97YL","baseline_year_1_arm_1",0.0431
"6539","NDAR_INVJRPZT0NB","baseline_year_1_arm_1",0.2313
"6540","NDAR_INVJRXPZU5X","baseline_year_1_arm_1",0.8259
"6541","NDAR_INVJGPTJZAC","baseline_year_1_arm_1",0.0906
"6542","NDAR_INVJGV03V17","baseline_year_1_arm_1",0.6096
"6543","NDAR_INVJKLMWC89","baseline_year_1_arm_1",0.6236
"6544","NDAR_INVJKPF57KV","baseline_year_1_arm_1",0.1944
"6545","NDAR_INVJKT4Z5GW","baseline_year_1_arm_1",0.4474
"6546","NDAR_INVJNWHJTVZ","baseline_year_1_arm_1",0.3395
"6547","NDAR_INVJNYWL1M8","baseline_year_1_arm_1",0.0483
"6548","NDAR_INVJT5AUAK8","baseline_year_1_arm_1",0.8213
"6549","NDAR_INVJT9RNJD2","baseline_year_1_arm_1",0.1475
"6550","NDAR_INVJGVWMRWU","baseline_year_1_arm_1",0.1218
"6551","NDAR_INVJGY9JJPW","baseline_year_1_arm_1",0.1496
"6552","NDAR_INVJKYR0UWL","baseline_year_1_arm_1",0.9102
"6553","NDAR_INVJL71L4YC","baseline_year_1_arm_1",0.1985
"6554","NDAR_INVJP0XXWG5","baseline_year_1_arm_1",0.2425
"6555","NDAR_INVJTCXNL4V","baseline_year_1_arm_1",0.4615
"6556","NDAR_INVJTHY8P5B","baseline_year_1_arm_1",0.9501
"6557","NDAR_INVJGYCTML6","baseline_year_1_arm_1",0.612
"6558","NDAR_INVJH22CRH8","baseline_year_1_arm_1",0.1442
"6559","NDAR_INVJH2BV4BR","baseline_year_1_arm_1",NA
"6560","NDAR_INVJL7XXYD5","baseline_year_1_arm_1",0.1606
"6561","NDAR_INVJLDR7ZUA","baseline_year_1_arm_1",0.0029
"6562","NDAR_INVJP53JABE","baseline_year_1_arm_1",0.4777
"6563","NDAR_INVJP58CZGJ","baseline_year_1_arm_1",0.1316
"6564","NDAR_INVJRZMV890","baseline_year_1_arm_1",0.4875
"6565","NDAR_INVJT03Z8N3","baseline_year_1_arm_1",0.1035
"6566","NDAR_INVJH7UFKKJ","baseline_year_1_arm_1",0.3699
"6567","NDAR_INVJLFDX0WJ","baseline_year_1_arm_1",0.9641
"6568","NDAR_INVJLFZWEL3","baseline_year_1_arm_1",0.9857
"6569","NDAR_INVJP6F56RT","baseline_year_1_arm_1",0.8029
"6570","NDAR_INVJP7T93VG","baseline_year_1_arm_1",0.0128
"6571","NDAR_INVJP978MN3","baseline_year_1_arm_1",0.034
"6572","NDAR_INVJTA9PW0F","baseline_year_1_arm_1",0.1017
"6573","NDAR_INVJTAFGVNE","baseline_year_1_arm_1",0.5497
"6574","NDAR_INVJH93PMX3","baseline_year_1_arm_1",0.9295
"6575","NDAR_INVJHCBZTEX","baseline_year_1_arm_1",NA
"6576","NDAR_INVJHEF7HG0","baseline_year_1_arm_1",0.0105
"6577","NDAR_INVJLXMB8LP","baseline_year_1_arm_1",0.3252
"6578","NDAR_INVJLYFJ1N7","baseline_year_1_arm_1",0.3445
"6579","NDAR_INVJM19UTB0","baseline_year_1_arm_1",0.9445
"6580","NDAR_INVJP9XWZFR","baseline_year_1_arm_1",NA
"6581","NDAR_INVJPA3LE7X","baseline_year_1_arm_1",0.2472
"6582","NDAR_INVJTR7TBEP","baseline_year_1_arm_1",0.3432
"6583","NDAR_INVJHF93Z1H","baseline_year_1_arm_1",0.164
"6584","NDAR_INVJHM4CTAP","baseline_year_1_arm_1",0.9045
"6585","NDAR_INVJM4TRJ0G","baseline_year_1_arm_1",0.9573
"6586","NDAR_INVJM536KCC","baseline_year_1_arm_1",0.1234
"6587","NDAR_INVJPDBRMPL","baseline_year_1_arm_1",0.0011
"6588","NDAR_INVJPH56X7G","baseline_year_1_arm_1",0.2114
"6589","NDAR_INVJT28AYHV","baseline_year_1_arm_1",0.1869
"6590","NDAR_INVJT2E2T8K","baseline_year_1_arm_1",0.1201
"6591","NDAR_INVJHUWPMY7","baseline_year_1_arm_1",0.0693
"6592","NDAR_INVJHX361ZP","baseline_year_1_arm_1",0.0053
"6593","NDAR_INVJM8AD5VX","baseline_year_1_arm_1",0.4415
"6594","NDAR_INVJMAK2VV0","baseline_year_1_arm_1",0.3524
"6595","NDAR_INVJPKAU189","baseline_year_1_arm_1",0.1475
"6596","NDAR_INVJPLZNTRP","baseline_year_1_arm_1",0.3688
"6597","NDAR_INVJFAUN4RN","baseline_year_1_arm_1",0.4268
"6598","NDAR_INVJFBCAUBM","baseline_year_1_arm_1",NA
"6599","NDAR_INVJHYBD2XK","baseline_year_1_arm_1",5e-04
"6600","NDAR_INVJJ0AUMZA","baseline_year_1_arm_1",0.7229
"6601","NDAR_INVJMLDL425","baseline_year_1_arm_1",0.8608
"6602","NDAR_INVJMNGNMM1","baseline_year_1_arm_1",0.0139
"6603","NDAR_INVJPLZW1Z0","baseline_year_1_arm_1",0.1012
"6604","NDAR_INVJPM26GH0","baseline_year_1_arm_1",0.9768
"6605","NDAR_INVJFBNGPAL","baseline_year_1_arm_1",0.2114
"6606","NDAR_INVJFC8DZWR","baseline_year_1_arm_1",0.1423
"6607","NDAR_INVJJ2DNAR0","baseline_year_1_arm_1",0.1677
"6608","NDAR_INVJJ4VHAYP","baseline_year_1_arm_1",0.5347
"6609","NDAR_INVJMTERNYT","baseline_year_1_arm_1",0.3563
"6610","NDAR_INVJPMR9F6J","baseline_year_1_arm_1",0.2214
